id,name,obtained,averageFloor,winRateAfterObtain,triggerCount,triggerPerRun,averageBenefit,playerRating
r_combo_ring,连弦指环,25,9.72,0.52,92,3.68,13.28,3.8364000000000016
r_bleed_return_exhaust,猎魂镰刃,25,11.6,0.44,619,24.76,123.8,3.9556000000000013
r_guardian_core,守誓炉心,24,11.25,0.7916666666666666,97,4.041666666666667,15.541666666666666,4.066250000000001
r_duel_glove,决斗手甲,24,9.958333333333334,0.7916666666666666,121,5.041666666666667,19.541666666666668,4.122083333333335
r_counter_amulet,招架护符,24,7.958333333333333,0.625,140,5.833333333333333,22.208333333333332,3.9237500000000014
r_vein_cup,脉搏圣杯,24,10.333333333333334,0.7916666666666666,108,4.5,17.375,4.130833333333334
r_bloodlet_hourglass,放血沙漏,23,10.91304347826087,0.8695652173913043,107,4.6521739130434785,18.217391304347824,4.137826086956523
r_omni_seal,万法空印,23,11.695652173913043,0.6521739130434783,73,3.1739130434782608,11.652173913043478,4.128695652173914
r_cycle_compass,风轮罗盘,23,8.608695652173912,0.6521739130434783,125,5.434782608695652,20.695652173913043,4.109130434782609
r_pass_energy,自然回流,23,10.91304347826087,0.5217391304347826,85,3.6956521739130435,13.347826086956522,3.9865217391304357
r_flaw_lens,破绽透镜,22,9.045454545454545,0.7272727272727273,116,5.2727272727272725,20.272727272727273,4.070454545454546
r_fast_foot,先手靴扣,22,10.590909090909092,0.5454545454545454,86,3.909090909090909,14.272727272727273,3.9031818181818196
r_ethereal,风行之手,22,10.954545454545455,0.5,83,3.772727272727273,13.590909090909092,4.003181818181819
r_pierce_meter,裂甲刻尺,21,9.476190476190476,0.9047619047619048,108,5.142857142857143,20.285714285714285,4.145714285714287
r_finisher_coin,终斩金币,21,10.285714285714286,0.7619047619047619,87,4.142857142857143,15.857142857142858,4.0547619047619055
r_enchant_crys,紫焰棱晶,21,7.142857142857143,0.47619047619047616,103,4.904761904761905,18.047619047619047,3.967142857142858
r_poison_leech,毒脉汲取,21,12.238095238095237,0.5238095238095238,522,24.857142857142858,124.28571428571429,3.9680952380952395
r_stun_chain,缄默锁链,20,10.1,0.8,87,4.35,16.8,4.127000000000002
r_despair,虚弱星环,19,11.68421052631579,0.631578947368421,64,3.3684210526315788,12.368421052631579,4.156315789473685
r_copy_lattice,复写晶格,19,8.31578947368421,0.6842105263157895,102,5.368421052631579,20.526315789473685,4.225263157894737
r_burst_censer,聚爆香炉,18,10.333333333333334,0.4444444444444444,59,3.2777777777777777,11.444444444444445,3.9050000000000002
r_frenzy_veil,疾影面纱,18,9.055555555555555,0.7222222222222222,89,4.944444444444445,18.944444444444443,4.070555555555557
r_vamp_ring,血誓指环,17,10.176470588235293,0.9411764705882353,89,5.235294117647059,20.764705882352942,4.234117647058825
r_rewind_sand,倒带砂瓶,17,8.176470588235293,0.5294117647058824,76,4.470588235294118,16.470588235294116,4.015882352941177
r_energy_crys,星辉法核,17,12.470588235294118,0.7647058823529411,62,3.6470588235294117,13.882352941176471,4.362941176470589
r_heal_relic,月露圣物,15,9.533333333333333,0.6,67,4.466666666666667,16.666666666666668,4.202000000000001
r_weak_mask,破势面具,14,7.928571428571429,0.42857142857142855,62,4.428571428571429,16,3.9242857142857153
r_soul_lantern,林魂灯笼,14,7.285714285714286,0.35714285714285715,73,5.214285714285714,18.928571428571427,3.6671428571428573
r_luck_box,占星牌匣,13,9.076923076923077,0.6153846153846154,58,4.461538461538462,16.692307692307693,4.170769230769232
r_decay_seal,破绽咒印,13,10.384615384615385,0.7692307692307693,53,4.076923076923077,15.615384615384615,4.260769230769232
r_exhaust_knife,猎手飞刀带,11,9.363636363636363,0.9090909090909091,440,40,200,4.156363636363637
